
,174,6800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,175,6900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,176,7000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,177,7100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,178,7200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,179,7300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,180,0,10,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,181,7500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,182,7600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,183,7700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,184,7800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,185,7900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,186,8000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,187,8100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,188,8200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,189,8300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,190,8400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,191,8500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,192,8600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,193,8700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,194,8800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,195,8900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,196,9000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,197,9100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,198,9200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,199,9300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,200,0,10,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,575320,35,150,[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],93100,5,20,93100,5,20,[object Object],[object Object],[object Object],93100,5,20,[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],93100,5,20,93100,5,20,[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],93100,5,20,[object Object],[object Object],[object Object],28350,[object Object],[object Object],28350,[object Object],[object Object],[object Object],[object Object],[object Object],9000,[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],9000,[object Object],[object Object],28350,[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],[object Object],28350,[object Object],[object Object]

,,,,,Infantry Set 1,Infantry Set 1,Infantry Set 1,Infantry Set 1,Infantry Set 1,Infantry Set 1,Infantry Set 1,Infantry Set 1,Infantry Set 1,Infantry Set 1,Infantry Set 1,,Lancer Set 1,Lancer Set 1,Lancer Set 1,Lancer Set 1,Lancer Set 1,Lancer Set 1,Lancer Set 1,Lancer Set 1,Lancer Set 1,Lancer Set 1,Lancer Set 1,,Marksman Set 1,Marksman Set 1,Marksman Set 1,Marksman Set 1,Marksman Set 1,Marksman Set 1,Marksman Set 1,Marksman Set 1,Marksman Set 1,Marksman Set 1,Marksman Set 1,,Infantry Set 2,Infantry Set 2,Infantry Set 2,Infantry Set 2,Infantry Set 2,Infantry Set 2,Infantry Set 2,Infantry Set 2,Infantry Set 2,Infantry Set 2,Infantry Set 2,,Lancer Set 2,Lancer Set 2,Lancer Set 2,Lancer Set 2,Lancer Set 2,Lancer Set 2,Lancer Set 2,Lancer Set 2,Lancer Set 2,Lancer Set 2,Lancer Set 2,,Marksman Set 2,Marksman Set 2,Marksman Set 2,Marksman Set 2,Marksman Set 2,Marksman Set 2,Marksman Set 2,Marksman Set 2,Marksman Set 2,Marksman Set 2,Marksman Set 2,,Infantry Set 3,Infantry Set 3,Infantry Set 3,Infantry Set 3,Infantry Set 3,Infantry Set 3,Infantry Set 3,Infantry Set 3,Infantry Set 3,Infantry Set 3,Infantry Set 3,,Lancer Set 3,Lancer Set 3,Lancer Set 3,Lancer Set 3,Lancer Set 3,Lancer Set 3,Lancer Set 3,Lancer Set 3,Lancer Set 3,Lancer Set 3,Lancer Set 3,,Marksman Set 3,Marksman Set 3,Marksman Set 3,Marksman Set 3,Marksman Set 3,Marksman Set 3,Marksman Set 3,Marksman Set 3,Marksman Set 3,Marksman Set 3,Marksman Set 3
,Mastery,Base Costs,Base Costs,,Goggles,Goggles,,Gloves,Gloves,,Belt,Belt,,Boots,Boots,,Goggles,Goggles,,Gloves,Gloves,,Belt,Belt,,Boots,Boots,,Goggles,Goggles,,Gloves,Gloves,,Belt,Belt,,Boots,Boots,,Goggles,Goggles,,Gloves,Gloves,,Belt,Belt,,Boots,Boots,,Goggles,Goggles,,Gloves,Gloves,,Belt,Belt,,Boots,Boots,,Goggles,Goggles,,Gloves,Gloves,,Belt,Belt,,Boots,Boots,,Goggles,Goggles,,Gloves,Gloves,,Belt,Belt,,Boots,Boots,,Goggles,Goggles,,Gloves,Gloves,,Belt,Belt,,Boots,Boots,,Goggles,Goggles,,Gloves,Gloves,,Belt,Belt,,Boots,Boots
,Level,Stones,Mythic Gear,,Stones,Mythic Gear,,Stones,Mythic Gear,,Stones,Mythic Gear,,Stones,Mythic Gear,,Stones,Mythic Gear,,Stones,Mythic Gear,,Stones,Mythic Gear,,Stones,Mythic Gear,,Stones,Mythic Gear,,Stones,Mythic Gear,,Stones,Mythic Gear,,Stones,Mythic Gear,,Stones,Mythic Gear,,Stones,Mythic Gear,,Stones,Mythic Gear,,Stones,Mythic Gear,,Stones,Mythic Gear,,Stones,Mythic Gear,,Stones,Mythic Gear,,Stones,Mythic Gear,,Stones,Mythic Gear,,Stones,Mythic Gear,,Stones,Mythic Gear,,Stones,Mythic Gear,,Stones,Mythic Gear,,Stones,Mythic Gear,,Stones,Mythic Gear,,Stones,Mythic Gear,,Stones,Mythic Gear,,Stones,Mythic Gear,,Stones,Mythic Gear,,Stones,Mythic Gear,,Stones,Mythic Gear,,Stones,Mythic Gear,,Stones,Mythic Gear,,Stones,Mythic Gear
,0,0,,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-
,1,10,,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-
,2,20,,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-
,3,30,,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-
,4,40,,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-
,5,50,,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-
,6,60,,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-
,7,70,,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-
,8,80,,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-
,9,90,,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-
,10,100,,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-
,11,110,1,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-
,12,120,2,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-
,13,130,3,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-
,14,140,4,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-
,15,150,5,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-
,16,160,6,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,160,6,,160,6,,-,-,,160,6,,-,-,,-,-,,160,6,,160,6,,-,-,,-,-,,160,6,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-
,17,170,7,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-
,18,180,8,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-
,19,190,9,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-
,20,200,10,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,-,-
,,2100,55,,[object Object],[object Object],,[object Object],[object Object],,[object Object],[object Object],,[object Object],[object Object],,[object Object],[object Object],,[object Object],[object Object],,[object Object],[object Object],,[object Object],[object Object],,[object Object],[object Object],,[object Object],[object Object],,[object Object],[object Object],,[object Object],[object Object],,[object Object],[object Object],,160,6,,160,6,,[object Object],[object Object],,160,6,,[object Object],[object Object],,[object Object],[object Object],,160,6,,160,6,,[object Object],[object Object],,[object Object],[object Object],,160,6,,[object Object],[object Object],,[object Object],[object Object],,[object Object],[object Object],,[object Object],[object Object],,[object Object],[object Object],,[object Object],[object Object],,[object Object],[object Object],,[object Object],[object Object],,[object Object],[object Object],,[object Object],[object Object],,[object Object],[object Object],,[object Object],[object Object]

,Reforge Table,Reforge Table,Reforge Table
,Level,XP,Total XP
,0,-
,1,10,10
,2,15,25
,3,20,45
,4,25,70
,5,30,100
,6,35,135
,7,40,175
,8,45,220
,9,50,270
,10,55,325
,11,60,385
,12,65,450
,13,70,520
,14,75,595
,15,80,675
,16,85,760
,17,90,850
,18,95,945
,19,100,1045
,20,105,1150
,21,110,1260
,22,115,1375
,23,120,1495
,24,125,1620
,25,130,1750
,26,135,1885
,27,140,2025
,28,145,2170
,29,150,2320
,30,160,2480
,31,170,2650
,32,180,2830
,33,190,3020
,34,200,3220
,35,210,3430
,36,220,3650
,37,230,3880
,38,240,4120
,39,250,4370
,40,270,4640
,41,290,4930
,42,310,5240
,43,330,5570
,44,350,5920
,45,370,6290
,46,390,6680
,47,410,7090
,48,430,7520
,49,450,7970
,50,470,8440
,51,490,8930
,52,510,9440
,53,530,9970
,54,550,10520
,55,570,11090
,56,590,11680
,57,610,12290
,58,630,12920
,59,650,13570
,60,680,14250
,61,710,14960
,62,740,15700
,63,770,16470
,64,800,17270
,65,830,18100
,66,860,18960
,67,890,19850
,68,920,20770
,69,950,21720
,70,990,22710
,71,1030,23740
,72,1070,24810
,73,1110,25920
,74,1150,27070
,75,1190,28260
,76,1230,29490
,77,1270,30760
,78,1310,32070
,79,1350,33420
,80,1400,34820
,81,1450,36270
,82,1500,37770
,83,1550,39320
,84,1600,40920
,85,1650,42570
,86,1700,44270
,87,1750,46020
,88,1800,47820
,89,1850,49670
,90,1900,51570
,91,1950,53520
,92,2000,55520
,93,2050,57570
,94,2100,59670
,95,2150,61820
,96,2200,64020
,97,2250,66270
,98,2300,68570
,99,2350,70920
,100,2400,73320
